BOTTLE,20080509JAMSTEC
EXPOCODE,SECT,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDDPT,CTDDPT_FLAG_W,CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,FLUOR,FLUOR_FLAG_W,CHLORA,CHLORA_FLAG_W,CHLWELSH,CHLWELSH_W,PPHYTN,PPHYTN_FLAG_W,XMISS,XMISS_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,PH,PH_FLAG_W,PH_TMP,PH_SCALE,THETA,SIG0
,,,,,,,,UTC,DEG,DEG,M,M,,DBAR,,ITS-90,,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UG/L,,MG/CUM,,MG/CUM,,MG/CUM,,%TRANS,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,25_DEG,,DEG_C,,DEG C,KG/CUM
     49MR02K01, EQPAC,  C009,3,13,13,1,20020130,358,0.0263,174.9432,4820,140,2,141,2,26.611,2,35.476,2,-999,9,147.52,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,26.58,23.21
     49MR02K01, EQPAC,  C009,3,14,14,1,20020130,358,0.0263,174.9432,4820,140,2,141,2,26.724,2,35.485,2,-999,9,149.31,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,26.69,23.18
     49MR02K01, EQPAC,  C009,3,15,15,1,20020130,358,0.0263,174.9432,4820,161,2,162,2,19.067,2,35.258,2,-999,9,132.83,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,19.04,25.21
     49MR02K01, EQPAC,  C009,3,16,16,1,20020130,358,0.0263,174.9432,4820,160,2,161,2,19.225,2,35.254,2,-999,9,133.05,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,19.2,25.17
     49MR02K01, EQPAC,  C009,3,17,17,1,20020130,358,0.0263,174.9432,4820,181,2,182,2,16.491,2,35.125,2,-999,9,133.18,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,16.46,25.74
     49MR02K01, EQPAC,  C009,3,18,18,1,20020130,358,0.0263,174.9432,4820,181,2,182,2,16.48,2,35.125,2,-999,9,133.3,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,16.45,25.74
     49MR02K01, EQPAC,  C009,3,19,19,1,20020130,358,0.0263,174.9432,4820,199,2,200,2,15.278,2,35.08,2,-999,9,134.48,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,15.25,25.98
     49MR02K01, EQPAC,  C009,3,20,20,1,20020130,358,0.0263,174.9432,4820,198,2,199,2,15.28,2,35.08,2,-999,9,134.51,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,15.25,25.98
     49MR02K01, EQPAC,  C009,3,21,21,1,20020130,358,0.0263,174.9432,4820,21,2,21,2,29.658,2,34.825,2,-999,9,178.95,2,-999,9,0.1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.65,21.71
     49MR02K01, EQPAC,  C009,3,22,22,1,20020130,358,0.0263,174.9432,4820,20,2,21,2,29.66,2,34.823,2,-999,9,178.91,2,-999,9,0.1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.65,21.71
     49MR02K01, EQPAC,  C009,3,23,23,1,20020130,358,0.0263,174.9432,4820,40,2,40,2,29.461,2,35.129,2,-999,9,177.49,2,-999,9,0.7,1,-999,9,-999,9,-999,9,86,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.45,22.01
     49MR02K01, EQPAC,  C009,3,24,24,1,20020130,358,0.0263,174.9432,4820,40,2,40,2,29.467,2,35.122,2,-999,9,177.62,2,-999,9,0.7,1,-999,9,-999,9,-999,9,86,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.46,22
     49MR02K01, EQPAC,  C009,3,25,25,1,20020130,358,0.0263,174.9432,4820,79,2,80,2,28.982,2,35.404,2,-999,9,166.05,2,-999,9,0.3,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.96,22.38
     49MR02K01, EQPAC,  C009,3,26,26,1,20020130,358,0.0263,174.9432,4820,80,2,81,2,28.982,2,35.404,2,-999,9,166.4,2,-999,9,0.4,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.96,22.38
     49MR02K01, EQPAC,  C009,3,27,27,1,20020130,358,0.0263,174.9432,4820,121,2,121,2,28.914,2,35.488,2,-999,9,170.15,2,-999,9,0.3,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.88,22.47
     49MR02K01, EQPAC,  C009,3,28,28,1,20020130,358,0.0263,174.9432,4820,121,2,121,2,28.912,2,35.499,2,-999,9,170.39,2,-999,9,0.2,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.88,22.48
     49MR02K01, EQPAC,  C009,3,29,29,1,20020130,358,0.0263,174.9432,4820,161,2,162,2,19.309,2,35.259,2,-999,9,132.94,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,19.28,25.15
     49MR02K01, EQPAC,  C009,3,30,30,1,20020130,358,0.0263,174.9432,4820,161,2,162,2,19.224,2,35.259,2,-999,9,133.25,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,19.2,25.17
     49MR02K01, EQPAC,  C009,3,31,31,1,20020130,358,0.0263,174.9432,4820,198,2,200,2,15.284,2,35.081,2,-999,9,134.46,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,15.25,25.98
     49MR02K01, EQPAC,  C009,3,32,32,1,20020130,358,0.0263,174.9432,4820,198,2,199,2,15.285,2,35.081,2,-999,9,134.52,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,15.25,25.98
     49MR02K01, EQPAC,  C009,3,33,33,1,20020130,358,0.0263,174.9432,4820,5,2,5,2,29.93,2,34.779,2,-999,9,178.04,2,-999,9,0.1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.93,21.58
     49MR02K01, EQPAC,  C009,3,34,34,1,20020130,358,0.0263,174.9432,4820,51,2,51,2,29.322,2,35.293,2,-999,9,173.65,2,-999,9,0.8,1,-999,9,-999,9,-999,9,86,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.31,22.18
     49MR02K01, EQPAC,  C009,3,35,35,1,20020130,358,0.0263,174.9432,4820,51,2,51,2,29.324,2,35.293,2,-999,9,173.62,2,-999,9,0.8,1,-999,9,-999,9,-999,9,86,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.31,22.18
     49MR02K01, EQPAC,  C009,3,36,36,1,20020130,358,0.0263,174.9432,4820,303,2,305,2,11.096,2,34.8,2,-999,9,81.13,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,11.06,26.61
     49MR02K01, EQPAC,  C008,1,0,0,1,20020131,2358,0.0042,166.1873,4363,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999
     49MR02K01, EQPAC,  C008,1,1,1,1,20020131,2358,0.0042,166.1873,4363,20,2,20,2,29.593,2,34.249,2,-999,9,177.17,2,-999,9,0,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.59,21.3
     49MR02K01, EQPAC,  C008,1,2,2,1,20020131,2358,0.0042,166.1873,4363,40,2,40,2,29.594,2,34.25,2,-999,9,177.18,2,-999,9,0.1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.58,21.3
     49MR02K01, EQPAC,  C008,1,3,3,1,20020131,2358,0.0042,166.1873,4363,60,2,60,2,29.595,2,34.257,2,-999,9,176.91,2,-999,9,0.1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.58,21.31
     49MR02K01, EQPAC,  C008,1,4,4,1,20020131,2358,0.0042,166.1873,4363,80,2,81,2,29.569,2,35.193,2,-999,9,175.46,2,-999,9,0.9,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.55,22.02
     49MR02K01, EQPAC,  C008,1,5,5,1,20020131,2358,0.0042,166.1873,4363,98,2,99,2,24.426,2,35.424,2,-999,9,137.73,2,-999,9,0.2,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,24.41,23.84
     49MR02K01, EQPAC,  C008,1,6,6,1,20020131,2358,0.0042,166.1873,4363,120,2,120,2,21.225,2,35.308,2,-999,9,129.99,2,-999,9,0.2,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,21.2,24.67
     49MR02K01, EQPAC,  C008,1,7,7,1,20020131,2358,0.0042,166.1873,4363,140,2,141,2,19.895,2,35.221,2,-999,9,129.73,2,-999,9,0.2,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,19.87,24.97
     49MR02K01, EQPAC,  C008,1,8,8,1,20020131,2358,0.0042,166.1873,4363,161,2,162,2,18.465,2,35.103,2,-999,9,132.15,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,18.44,25.24
     49MR02K01, EQPAC,  C008,1,9,9,1,20020131,2358,0.0042,166.1873,4363,181,2,182,2,17.544,2,35.148,2,-999,9,134.37,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,17.51,25.5
     49MR02K01, EQPAC,  C008,1,10,10,1,20020131,2358,0.0042,166.1873,4363,201,2,202,2,16.406,2,35.077,2,-999,9,133.57,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,16.37,25.72
     49MR02K01, EQPAC,  C008,1,11,11,1,20020131,2358,0.0042,166.1873,4363,91,2,91,2,29.257,2,35.309,2,-999,9,167.75,2,-999,9,0.7,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.24,22.22
     49MR02K01, EQPAC,  C008,1,12,12,1,20020131,2358,0.0042,166.1873,4363,10,2,10,2,29.611,2,34.25,2,-999,9,176.98,2,-999,9,0,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.61,21.3
     49MR02K01, EQPAC,  C008,1,13,13,1,20020131,2358,0.0042,166.1873,4363,20,2,20,2,29.593,2,34.249,2,-999,9,177.26,2,-999,9,0.1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.59,21.3
     49MR02K01, EQPAC,  C008,1,14,14,1,20020131,2358,0.0042,166.1873,4363,30,2,31,2,29.592,2,34.25,2,-999,9,177.2,2,-999,9,0,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.58,21.3
     49MR02K01, EQPAC,  C008,1,15,15,1,20020131,2358,0.0042,166.1873,4363,40,2,40,2,29.594,2,34.25,2,-999,9,176.94,2,-999,9,0.1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.58,21.3
     49MR02K01, EQPAC,  C008,1,16,16,1,20020131,2358,0.0042,166.1873,4363,50,2,50,2,29.594,2,34.252,2,-999,9,176.98,2,-999,9,0.1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.58,21.31
     49MR02K01, EQPAC,  C008,1,17,17,1,20020131,2358,0.0042,166.1873,4363,60,2,60,2,29.596,2,34.259,2,-999,9,177.07,2,-999,9,0.1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.58,21.31
     49MR02K01, EQPAC,  C008,1,18,18,1,20020131,2358,0.0042,166.1873,4363,70,2,71,2,29.699,2,34.898,2,-999,9,176.71,2,-999,9,0.4,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.68,21.76
     49MR02K01, EQPAC,  C008,1,19,19,1,20020131,2358,0.0042,166.1873,4363,81,2,81,2,29.569,2,35.194,2,-999,9,175.65,2,-999,9,0.9,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.55,22.03
     49MR02K01, EQPAC,  C008,1,20,20,1,20020131,2358,0.0042,166.1873,4363,90,2,90,2,29.253,2,35.302,2,-999,9,167.29,2,-999,9,0.7,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.23,22.21
     49MR02K01, EQPAC,  C008,1,21,21,1,20020131,2358,0.0042,166.1873,4363,98,2,99,2,24.856,2,35.425,2,-999,9,140.14,2,-999,9,0.2,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,24.83,23.71
     49MR02K01, EQPAC,  C008,1,22,22,1,20020131,2358,0.0042,166.1873,4363,119,2,120,2,21.28,2,35.316,2,-999,9,130.07,2,-999,9,0.3,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,21.26,24.66
     49MR02K01, EQPAC,  C008,1,23,23,1,20020131,2358,0.0042,166.1873,4363,10,2,10,2,29.616,2,34.25,2,-999,9,177.02,2,-999,9,0,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.61,21.29
     49MR02K01, EQPAC,  C008,1,24,24,1,20020131,2358,0.0042,166.1873,4363,20,2,20,2,29.595,2,34.249,2,-999,9,176.95,2,-999,9,0,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.59,21.3
     49MR02K01, EQPAC,  C008,1,25,25,1,20020131,2358,0.0042,166.1873,4363,40,2,40,2,29.594,2,34.25,2,-999,9,177.17,2,-999,9,0.1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.58,21.3
     49MR02K01, EQPAC,  C008,1,26,26,1,20020131,2358,0.0042,166.1873,4363,49,2,50,2,29.592,2,34.251,2,-999,9,177,2,-999,9,0.1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.58,21.31
     49MR02K01, EQPAC,  C008,1,27,27,1,20020131,2358,0.0042,166.1873,4363,60,2,60,2,29.596,2,34.256,2,-999,9,177.07,2,-999,9,0.1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.58,21.31
     49MR02K01, EQPAC,  C008,1,28,28,1,20020131,2358,0.0042,166.1873,4363,81,2,81,2,29.565,2,35.195,2,-999,9,175.85,2,-999,9,0.9,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.54,22.03
     49MR02K01, EQPAC,  C008,1,30,30,1,20020131,2358,0.0042,166.1873,4363,119,2,120,2,21.311,2,35.32,2,-999,9,130.18,2,-999,9,0.3,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,21.29,24.66
     49MR02K01, EQPAC,  C008,1,31,31,1,20020131,2358,0.0042,166.1873,4363,161,2,162,2,18.378,2,35.094,2,-999,9,132.22,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,18.35,25.26
     49MR02K01, EQPAC,  C008,1,32,32,1,20020131,2358,0.0042,166.1873,4363,162,2,163,2,18.375,2,35.093,2,-999,9,132.29,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,18.35,25.26
     49MR02K01, EQPAC,  C008,1,33,33,1,20020131,2358,0.0042,166.1873,4363,163,2,164,2,18.309,2,35.096,2,-999,9,132.37,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,18.28,25.28
     49MR02K01, EQPAC,  C008,1,34,34,1,20020131,2358,0.0042,166.1873,4363,163,2,164,2,18.288,2,35.096,2,-999,9,132.53,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,18.26,25.28
     49MR02K01, EQPAC,  C008,1,35,35,1,20020131,2358,0.0042,166.1873,4363,163,2,164,2,18.311,2,35.094,2,-999,9,132.5,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,18.28,25.27
     49MR02K01, EQPAC,  C008,1,36,36,1,20020131,2358,0.0042,166.1873,4363,164,2,164,2,18.292,2,35.094,2,-999,9,132.48,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,18.26,25.28
     49MR02K01, EQPAC,  C008,2,0,0,1,20020201,156,-0.008,166.1728,4367,-999,9,-999,9,29.7,2,-999,9,34.244,2,-999,9,193.66,2,-999,9,0.09,2,0.11,2,0.04,2,-999,9,0.8,2,-0.01,2,0.02,2,0.09,2,1899.3,2,8.1325,6,25, TS,-999,-999
     49MR02K01, EQPAC,  C008,2,1,1,1,20020201,156,-0.008,166.1728,4367,10,2,10,2,29.662,2,34.245,2,-999,9,176.88,2,194.34,2,0,1,0.1,2,0.11,2,0.04,2,87,1,0.87,2,-0.01,2,0.02,2,0.08,2,1898.9,2,8.1335,2,25, TS,29.66,21.28
     49MR02K01, EQPAC,  C008,2,2,2,1,20020201,156,-0.008,166.1728,4367,20,2,20,2,29.632,2,34.24,2,-999,9,177.47,2,194.37,2,0,1,0.1,2,0.12,2,0.04,2,87,1,0.86,2,-0.01,2,0.02,2,0.08,2,1896.3,2,8.1335,2,25, TS,29.63,21.28
     49MR02K01, EQPAC,  C008,2,3,3,1,20020201,156,-0.008,166.1728,4367,30,2,31,2,29.597,2,34.244,2,-999,9,177.6,2,194.12,2,0.1,1,0.11,2,0.12,2,0.05,2,87,1,0.81,2,0,2,0.02,2,0.08,2,1896.1,2,8.1337,2,25, TS,29.59,21.3
     49MR02K01, EQPAC,  C008,2,4,4,1,20020201,156,-0.008,166.1728,4367,40,2,41,2,29.597,2,34.247,2,-999,9,177.52,2,194.63,2,0.1,1,0.13,2,0.14,2,0.05,2,87,1,0.78,2,-0.01,2,0.02,2,0.08,2,1897.6,2,8.1336,2,25, TS,29.59,21.3
     49MR02K01, EQPAC,  C008,2,5,5,1,20020201,156,-0.008,166.1728,4367,50,2,51,2,29.598,2,34.247,2,-999,9,177.52,2,194.4,2,0.1,1,0.13,2,0.14,2,0.05,2,87,1,0.77,2,-0.01,2,0.02,2,0.09,2,1898.4,2,8.1336,2,25, TS,29.59,21.3
     49MR02K01, EQPAC,  C008,2,6,6,1,20020201,156,-0.008,166.1728,4367,60,2,60,2,29.628,2,34.361,2,-999,9,177.84,2,194.57,2,0.2,1,0.18,2,0.22,2,0.1,2,87,1,0.77,2,-0.01,2,0.02,2,0.12,2,1917.7,3,8.1287,2,25, TS,29.61,21.38
     49MR02K01, EQPAC,  C008,2,7,7,1,20020201,156,-0.008,166.1728,4367,70,2,70,2,29.71,2,34.882,2,-999,9,177.28,2,194.19,2,0.4,1,0.26,2,0.33,2,0.2,2,87,1,0.75,2,-0.01,2,0.02,2,0.17,2,1940.2,2,8.1218,2,25, TS,29.69,21.74
     49MR02K01, EQPAC,  C008,2,8,8,1,20020201,156,-0.008,166.1728,4367,81,2,82,2,29.606,2,35.126,2,-999,9,176.59,2,192.9,2,0.7,1,-999,9,0.41,2,-999,9,87,1,0.75,2,0.02,2,0.06,2,0.21,2,1959.1,2,8.1142,2,25, TS,29.59,21.96
     49MR02K01, EQPAC,  C008,2,9,9,1,20020201,156,-0.008,166.1728,4367,92,2,93,2,29.352,2,35.231,2,-999,9,173.52,2,189.56,2,0.8,1,0.32,2,0.47,2,0.38,2,87,1,0.92,2,0.13,2,0.13,2,0.26,2,1966.1,2,8.1095,2,25, TS,29.33,22.13
     49MR02K01, EQPAC,  C008,2,10,10,1,20020201,156,-0.008,166.1728,4367,100,2,100,2,29.207,2,35.352,2,-999,9,166.4,2,183.89,2,0.6,1,0.29,2,0.38,2,0.26,2,87,1,1.12,2,0.8,2,1.06,2,0.34,2,1980.4,2,8.0939,2,25, TS,29.18,22.27
     49MR02K01, EQPAC,  C008,2,11,11,1,20020201,156,-0.008,166.1728,4367,119,2,120,2,21.96,2,35.376,2,-999,9,131.59,2,140.91,2,0.3,1,0.1,2,0.16,2,0.17,2,88,1,4.48,2,10.56,2,0.06,2,0.81,2,2078.2,3,7.9283,2,25, TS,21.94,24.52
     49MR02K01, EQPAC,  C008,2,12,12,1,20020201,156,-0.008,166.1728,4367,151,2,152,2,19.519,2,35.184,2,-999,9,130.67,2,139.4,2,0.1,1,0.05,2,0.1,2,0.14,2,88,1,7.15,2,12.15,2,0.04,2,0.88,2,2094.2,2,7.8871,2,25, TS,19.49,25.03
     49MR02K01, EQPAC,  C008,2,13,13,1,20020201,156,-0.008,166.1728,4367,200,2,202,2,16.296,2,35.063,2,-999,9,133.81,2,142.8,2,0,1,0,2,0.01,2,0.02,2,88,1,10.58,2,14.77,2,0.03,2,1.05,2,2113.1,2,7.8462,2,25, TS,16.26,25.74
     49MR02K01, EQPAC,  C008,2,14,14,1,20020201,156,-0.008,166.1728,4367,10,2,10,2,29.664,2,34.241,2,34.242,2,177.49,2,-999,9,0,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.66,21.27
     49MR02K01, EQPAC,  C008,2,15,15,1,20020201,156,-0.008,166.1728,4367,20,2,20,2,29.631,2,34.24,2,34.239,2,177.54,2,-999,9,0,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.63,21.28
     49MR02K01, EQPAC,  C008,2,16,16,1,20020201,156,-0.008,166.1728,4367,30,2,30,2,29.596,2,34.244,2,34.244,2,177.58,2,-999,9,0.1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.59,21.3
     49MR02K01, EQPAC,  C008,2,17,17,1,20020201,156,-0.008,166.1728,4367,40,2,40,2,29.596,2,34.247,2,34.247,2,177.44,2,-999,9,0.1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.59,21.3
     49MR02K01, EQPAC,  C008,2,18,18,1,20020201,156,-0.008,166.1728,4367,50,2,50,2,29.597,2,34.247,2,34.246,2,177.36,2,-999,9,0.1,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.59,21.3
     49MR02K01, EQPAC,  C008,2,19,19,1,20020201,156,-0.008,166.1728,4367,60,2,61,2,29.614,2,34.305,2,34.44,2,177.55,2,-999,9,0.2,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.6,21.34
     49MR02K01, EQPAC,  C008,2,20,20,1,20020201,156,-0.008,166.1728,4367,70,2,70,2,29.713,2,34.862,2,34.854,2,177.29,2,-999,9,0.4,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.7,21.73
     49MR02K01, EQPAC,  C008,2,21,21,1,20020201,156,-0.008,166.1728,4367,81,2,81,2,29.607,2,35.115,2,35.102,2,176.55,2,-999,9,0.7,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.59,21.95
     49MR02K01, EQPAC,  C008,2,22,22,1,20020201,156,-0.008,166.1728,4367,93,2,93,2,29.324,2,35.234,2,35.235,2,171.98,2,-999,9,0.8,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.3,22.14
     49MR02K01, EQPAC,  C008,2,23,23,1,20020201,156,-0.008,166.1728,4367,99,2,99,2,29.213,2,35.363,2,35.35,2,166.17,2,-999,9,0.6,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.19,22.27
     49MR02K01, EQPAC,  C008,2,24,24,1,20020201,156,-0.008,166.1728,4367,120,2,121,2,21.984,2,35.381,2,35.351,2,131.63,2,-999,9,0.2,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,21.96,24.52
     49MR02K01, EQPAC,  C008,2,25,25,1,20020201,156,-0.008,166.1728,4367,152,2,153,2,19.307,2,35.164,2,35.171,2,130.88,2,-999,9,0.1,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,19.28,25.08
     49MR02K01, EQPAC,  C008,2,26,26,1,20020201,156,-0.008,166.1728,4367,200,2,201,2,16.349,2,35.067,2,35.089,2,133.62,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,16.32,25.73
     49MR02K01, EQPAC,  C008,2,27,27,1,20020201,156,-0.008,166.1728,4367,20,2,20,2,29.63,2,34.24,2,-999,9,177.45,2,-999,9,0,1,0.08,2,0.1,2,0.03,2,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,29.63,21.28
