BOTTLE,20080509JAMSTEC
EXPOCODE,SECT,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDDPT,CTDDPT_FLAG_W,CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,FLUOR,FLUOR_FLAG_W,CHLORA,CHLORA_FLAG_W,CHLWELSH,CHLWELSH_W,PPHYTN,PPHYTN_FLAG_W,XMISS,XMISS_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,PH,PH_FLAG_W,PH_TMP,PH_SCALE,THETA,SIG0
,,,,,,,,UTC,DEG,DEG,M,M,,DBAR,,ITS-90,,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UG/L,,MG/CUM,,MG/CUM,,MG/CUM,,%TRANS,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,25_DEG,,DEG_C,,DEG C,KG/CUM
     49MR02K01, EQPAC,  C012,2,30,30,1,20020126,2203,-0.0162,-170.0895,5608,41,2,41,2,28.47,2,35.391,2,-999,9,178.58,2,-999,9,0.7,1,0.33,2,0.4,2,0.2,2,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.46,22.54
     49MR02K01, EQPAC,  C012,2,31,31,1,20020126,2203,-0.0162,-170.0895,5608,60,2,61,2,28.456,2,35.401,2,-999,9,177.01,2,-999,9,0.7,1,0.25,2,0.31,2,0.17,2,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.44,22.55
     49MR02K01, EQPAC,  C012,2,32,32,1,20020126,2203,-0.0162,-170.0895,5608,81,2,81,2,28.393,2,35.463,2,-999,9,175.2,2,-999,9,0.4,1,0.18,2,0.23,2,0.14,2,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.37,22.62
     49MR02K01, EQPAC,  C012,2,33,33,1,20020126,2203,-0.0162,-170.0895,5608,51,2,51,2,28.466,2,35.393,2,-999,9,178.3,2,-999,9,0.7,1,0.27,2,0.34,2,0.18,2,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.45,22.54
     49MR02K01, EQPAC,  C012,2,34,34,1,20020126,2203,-0.0162,-170.0895,5608,50,2,50,2,28.467,2,35.393,2,-999,9,178.06,2,-999,9,0.7,1,0.26,2,0.33,2,0.18,2,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.45,22.54
     49MR02K01, EQPAC,  C012,2,35,35,1,20020126,2203,-0.0162,-170.0895,5608,50,2,50,2,28.467,2,35.393,2,-999,9,178.12,2,-999,9,0.7,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.45,22.54
     49MR02K01, EQPAC,  C012,2,36,36,1,20020126,2203,-0.0162,-170.0895,5608,50,2,51,2,28.467,2,35.393,2,-999,9,178.18,2,-999,9,0.7,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.45,22.54
     49MR02K01, EQPAC,  C012,3,0,0,1,20020127,258,-0.0157,-170.0703,5524,-999,9,-999,9,28.8,2,-999,9,-999,9,-999,9,-999,9,-999,9,0.22,2,0.26,2,0.1,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999
     49MR02K01, EQPAC,  C012,3,1,1,1,20020127,258,-0.0157,-170.0703,5524,20,2,20,2,28.513,2,35.393,2,-999,9,181.04,2,-999,9,0.6,1,-999,9,-999,9,-999,9,86,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.51,22.52
     49MR02K01, EQPAC,  C012,3,2,2,1,20020127,258,-0.0157,-170.0703,5524,20,2,20,2,28.518,2,35.393,2,-999,9,180.71,2,-999,9,0.6,1,-999,9,-999,9,-999,9,86,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.51,22.52
     49MR02K01, EQPAC,  C012,3,3,3,1,20020127,258,-0.0157,-170.0703,5524,41,2,41,2,28.475,2,35.394,2,-999,9,180.16,2,-999,9,0.8,1,-999,9,-999,9,-999,9,86,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.46,22.54
     49MR02K01, EQPAC,  C012,3,4,4,1,20020127,258,-0.0157,-170.0703,5524,41,2,41,2,28.475,2,35.394,2,-999,9,180.31,2,-999,9,0.9,1,-999,9,-999,9,-999,9,86,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.46,22.54
     49MR02K01, EQPAC,  C012,3,5,5,1,20020127,258,-0.0157,-170.0703,5524,60,2,60,2,28.449,2,35.407,2,-999,9,177.68,2,-999,9,0.8,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.43,22.56
     49MR02K01, EQPAC,  C012,3,6,6,1,20020127,258,-0.0157,-170.0703,5524,60,2,60,2,28.452,2,35.405,2,-999,9,177.91,2,-999,9,0.8,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.44,22.56
     49MR02K01, EQPAC,  C012,3,7,7,1,20020127,258,-0.0157,-170.0703,5524,80,2,80,2,28.396,2,35.463,2,-999,9,176.24,2,-999,9,0.5,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.38,22.62
     49MR02K01, EQPAC,  C012,3,8,8,1,20020127,258,-0.0157,-170.0703,5524,80,2,80,2,28.398,2,35.462,2,-999,9,176.21,2,-999,9,0.5,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.38,22.62
     49MR02K01, EQPAC,  C012,3,9,9,1,20020127,258,-0.0157,-170.0703,5524,100,2,101,2,28.264,2,35.475,2,-999,9,175.72,2,-999,9,0.3,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.24,22.67
     49MR02K01, EQPAC,  C012,3,10,10,1,20020127,258,-0.0157,-170.0703,5524,101,2,101,2,28.285,2,35.475,2,-999,9,176.01,2,-999,9,0.3,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.26,22.67
     49MR02K01, EQPAC,  C012,3,11,11,1,20020127,258,-0.0157,-170.0703,5524,119,2,120,2,28.137,2,35.478,2,-999,9,174.39,2,-999,9,0.1,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.11,22.72
     49MR02K01, EQPAC,  C012,3,12,12,1,20020127,258,-0.0157,-170.0703,5524,120,2,121,2,28.137,2,35.478,2,-999,9,174.48,2,-999,9,0.1,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.11,22.72
     49MR02K01, EQPAC,  C012,3,13,13,1,20020127,258,-0.0157,-170.0703,5524,140,2,141,2,27.02,2,35.605,2,-999,9,155.07,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,26.99,23.18
     49MR02K01, EQPAC,  C012,3,14,14,1,20020127,258,-0.0157,-170.0703,5524,140,2,141,2,27.307,2,35.593,2,-999,9,160.74,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,27.27,23.08
     49MR02K01, EQPAC,  C012,3,15,15,1,20020127,258,-0.0157,-170.0703,5524,161,2,162,2,19.217,2,35.393,2,-999,9,124.06,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,19.19,25.27
     49MR02K01, EQPAC,  C012,3,16,16,1,20020127,258,-0.0157,-170.0703,5524,161,2,162,2,19.229,2,35.397,2,-999,9,123.87,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,19.2,25.27
     49MR02K01, EQPAC,  C012,3,17,17,1,20020127,258,-0.0157,-170.0703,5524,180,2,181,2,17.783,2,35.21,2,-999,9,128.07,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,17.75,25.49
     49MR02K01, EQPAC,  C012,3,18,18,1,20020127,258,-0.0157,-170.0703,5524,181,2,182,2,17.792,2,35.219,2,-999,9,128.1,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,17.76,25.5
     49MR02K01, EQPAC,  C012,3,19,19,1,20020127,258,-0.0157,-170.0703,5524,200,2,201,2,15.311,2,35.044,2,-999,9,132.87,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,15.28,25.94
     49MR02K01, EQPAC,  C012,3,20,20,1,20020127,258,-0.0157,-170.0703,5524,200,2,202,2,15.318,2,35.051,2,-999,9,132.62,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,15.29,25.95
     49MR02K01, EQPAC,  C012,3,21,21,1,20020127,258,-0.0157,-170.0703,5524,20,2,20,2,28.512,2,35.393,2,-999,9,180.84,2,-999,9,0.5,1,-999,9,-999,9,-999,9,86,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.51,22.52
     49MR02K01, EQPAC,  C012,3,22,22,1,20020127,258,-0.0157,-170.0703,5524,20,2,20,2,28.514,2,35.393,2,-999,9,180.96,2,-999,9,0.6,1,-999,9,-999,9,-999,9,86,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.51,22.52
     49MR02K01, EQPAC,  C012,3,23,23,1,20020127,258,-0.0157,-170.0703,5524,41,2,41,2,28.475,2,35.394,2,-999,9,180.29,2,-999,9,0.9,1,-999,9,-999,9,-999,9,86,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.46,22.54
     49MR02K01, EQPAC,  C012,3,24,24,1,20020127,258,-0.0157,-170.0703,5524,41,2,41,2,28.475,2,35.394,2,-999,9,180.3,2,-999,9,0.8,1,-999,9,-999,9,-999,9,86,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.46,22.54
     49MR02K01, EQPAC,  C012,3,25,25,1,20020127,258,-0.0157,-170.0703,5524,80,2,81,2,28.398,2,35.462,2,-999,9,176.17,2,-999,9,0.5,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.38,22.62
     49MR02K01, EQPAC,  C012,3,26,26,1,20020127,258,-0.0157,-170.0703,5524,80,2,81,2,28.399,2,35.461,2,-999,9,176.14,2,-999,9,0.5,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.38,22.62
     49MR02K01, EQPAC,  C012,3,27,27,1,20020127,258,-0.0157,-170.0703,5524,120,2,121,2,28.138,2,35.477,2,-999,9,174.48,2,-999,9,0.1,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.11,22.72
     49MR02K01, EQPAC,  C012,3,28,28,1,20020127,258,-0.0157,-170.0703,5524,119,2,120,2,28.138,2,35.477,2,-999,9,174.52,2,-999,9,0.1,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.11,22.72
     49MR02K01, EQPAC,  C012,3,29,29,1,20020127,258,-0.0157,-170.0703,5524,161,2,162,2,19.234,2,35.398,2,-999,9,123.89,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,19.2,25.27
     49MR02K01, EQPAC,  C012,3,30,30,1,20020127,258,-0.0157,-170.0703,5524,160,2,161,2,19.237,2,35.399,2,-999,9,123.77,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,19.21,25.27
     49MR02K01, EQPAC,  C012,3,31,31,1,20020127,258,-0.0157,-170.0703,5524,200,2,201,2,15.342,2,35.052,2,-999,9,132.48,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,15.31,25.94
     49MR02K01, EQPAC,  C012,3,32,32,1,20020127,258,-0.0157,-170.0703,5524,200,2,201,2,15.34,2,35.032,2,-999,9,132.43,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,15.31,25.93
     49MR02K01, EQPAC,  C012,3,33,33,1,20020127,258,-0.0157,-170.0703,5524,5,2,5,2,28.713,2,35.401,2,-999,9,179.55,2,-999,9,0.3,1,-999,9,-999,9,-999,9,86,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.71,22.46
     49MR02K01, EQPAC,  C012,3,34,34,1,20020127,258,-0.0157,-170.0703,5524,51,2,51,2,28.464,2,35.397,2,-999,9,179.5,2,-999,9,0.9,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.45,22.54
     49MR02K01, EQPAC,  C012,3,35,35,1,20020127,258,-0.0157,-170.0703,5524,51,2,51,2,28.464,2,35.397,2,-999,9,179.39,2,-999,9,0.9,1,0.31,2,0.39,2,0.2,2,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.45,22.54
     49MR02K01, EQPAC,  C012,3,36,36,1,20020127,258,-0.0157,-170.0703,5524,51,2,51,2,28.465,2,35.396,2,-999,9,179.52,2,-999,9,0.9,1,-999,9,-999,9,-999,9,86,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.45,22.54
     49MR02K01, EQPAC,  C011,1,0,0,1,20020127,2200,-0.0005,-174.7715,5361,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999
     49MR02K01, EQPAC,  C011,1,1,1,1,20020127,2200,-0.0005,-174.7715,5361,21,2,21,2,28.749,2,35.39,2,-999,9,179.94,2,-999,9,0.4,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.74,22.44
     49MR02K01, EQPAC,  C011,1,2,2,1,20020127,2200,-0.0005,-174.7715,5361,40,2,40,2,28.744,2,35.391,2,-999,9,179.19,2,-999,9,0.6,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.73,22.45
     49MR02K01, EQPAC,  C011,1,3,3,1,20020127,2200,-0.0005,-174.7715,5361,60,2,61,2,28.743,2,35.394,2,-999,9,178.95,2,-999,9,0.7,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.73,22.45
     49MR02K01, EQPAC,  C011,1,4,4,1,20020127,2200,-0.0005,-174.7715,5361,80,2,81,2,28.722,2,35.415,2,-999,9,177.88,2,-999,9,0.6,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.7,22.47
     49MR02K01, EQPAC,  C011,1,5,5,1,20020127,2200,-0.0005,-174.7715,5361,100,2,101,2,28.561,2,35.474,2,-999,9,178.2,2,-999,9,0.3,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.54,22.57
     49MR02K01, EQPAC,  C011,1,6,6,1,20020127,2200,-0.0005,-174.7715,5361,120,2,121,2,28.389,2,35.51,2,-999,9,176.41,2,-999,9,0.2,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.36,22.66
     49MR02K01, EQPAC,  C011,1,7,7,1,20020127,2200,-0.0005,-174.7715,5361,140,2,141,2,27.122,2,35.432,2,-999,9,153.33,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,27.09,23.01
     49MR02K01, EQPAC,  C011,1,8,8,1,20020127,2200,-0.0005,-174.7715,5361,161,2,162,2,21.254,2,35.257,2,-999,9,127.79,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,21.22,24.63
     49MR02K01, EQPAC,  C011,1,9,9,1,20020127,2200,-0.0005,-174.7715,5361,180,2,181,2,16.132,2,34.95,2,-999,9,130.78,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,16.1,25.69
     49MR02K01, EQPAC,  C011,1,10,10,1,20020127,2200,-0.0005,-174.7715,5361,200,2,201,2,14.455,2,35.041,2,-999,9,134.01,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,14.43,26.13
     49MR02K01, EQPAC,  C011,1,11,11,1,20020127,2200,-0.0005,-174.7715,5361,50,2,50,2,28.743,2,35.393,2,-999,9,179.16,2,-999,9,0.7,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.73,22.45
     49MR02K01, EQPAC,  C011,1,12,12,1,20020127,2200,-0.0005,-174.7715,5361,10,2,10,2,28.77,2,35.39,2,-999,9,179.68,2,-999,9,0.2,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.77,22.43
     49MR02K01, EQPAC,  C011,1,13,13,1,20020127,2200,-0.0005,-174.7715,5361,21,2,21,2,28.749,2,35.39,2,-999,9,180.01,2,-999,9,0.4,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.74,22.44
     49MR02K01, EQPAC,  C011,1,14,14,1,20020127,2200,-0.0005,-174.7715,5361,30,2,30,2,28.747,2,35.39,2,-999,9,179.49,2,-999,9,0.5,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.74,22.44
     49MR02K01, EQPAC,  C011,1,15,15,1,20020127,2200,-0.0005,-174.7715,5361,40,2,40,2,28.744,2,35.391,2,-999,9,179.62,2,-999,9,0.6,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.73,22.45
     49MR02K01, EQPAC,  C011,1,16,16,1,20020127,2200,-0.0005,-174.7715,5361,50,2,51,2,28.744,2,35.392,2,-999,9,179.45,2,-999,9,0.7,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.73,22.45
     49MR02K01, EQPAC,  C011,1,17,17,1,20020127,2200,-0.0005,-174.7715,5361,60,2,61,2,28.743,2,35.394,2,-999,9,178.9,2,-999,9,0.6,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.73,22.45
     49MR02K01, EQPAC,  C011,1,18,18,1,20020127,2200,-0.0005,-174.7715,5361,70,2,70,2,28.729,2,35.407,2,-999,9,178.13,2,-999,9,0.5,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.71,22.47
     49MR02K01, EQPAC,  C011,1,19,19,1,20020127,2200,-0.0005,-174.7715,5361,80,2,81,2,28.721,2,35.415,2,-999,9,177.69,2,-999,9,0.5,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.7,22.48
     49MR02K01, EQPAC,  C011,1,20,20,1,20020127,2200,-0.0005,-174.7715,5361,91,2,91,2,28.664,2,35.444,2,-999,9,178,2,-999,9,0.4,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.64,22.52
     49MR02K01, EQPAC,  C011,1,21,21,1,20020127,2200,-0.0005,-174.7715,5361,100,2,100,2,28.571,2,35.474,2,-999,9,178.17,2,-999,9,0.3,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.55,22.57
     49MR02K01, EQPAC,  C011,1,22,22,1,20020127,2200,-0.0005,-174.7715,5361,120,2,121,2,28.458,2,35.523,2,-999,9,177.69,2,-999,9,0.2,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.43,22.65
     49MR02K01, EQPAC,  C011,1,23,23,1,20020127,2200,-0.0005,-174.7715,5361,10,2,10,2,28.775,2,35.39,2,-999,9,179.84,2,-999,9,0.2,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.77,22.43
     49MR02K01, EQPAC,  C011,1,24,24,1,20020127,2200,-0.0005,-174.7715,5361,21,2,21,2,28.753,2,35.39,2,-999,9,179.85,2,-999,9,0.3,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.75,22.44
     49MR02K01, EQPAC,  C011,1,25,25,1,20020127,2200,-0.0005,-174.7715,5361,40,2,40,2,28.744,2,35.391,2,-999,9,179.31,2,-999,9,0.7,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.73,22.45
     49MR02K01, EQPAC,  C011,1,26,26,1,20020127,2200,-0.0005,-174.7715,5361,50,2,50,2,28.744,2,35.392,2,-999,9,179.32,2,-999,9,0.6,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.73,22.45
     49MR02K01, EQPAC,  C011,1,27,27,1,20020127,2200,-0.0005,-174.7715,5361,61,2,61,2,28.743,2,35.394,2,-999,9,179.13,2,-999,9,0.6,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.73,22.45
     49MR02K01, EQPAC,  C011,1,28,28,1,20020127,2200,-0.0005,-174.7715,5361,80,2,81,2,28.721,2,35.416,2,-999,9,177.93,2,-999,9,0.5,1,-999,9,-999,9,-999,9,87,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.7,22.48
     49MR02K01, EQPAC,  C011,1,29,29,1,20020127,2200,-0.0005,-174.7715,5361,100,2,100,2,28.574,2,35.474,2,-999,9,178.09,2,-999,9,0.3,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.55,22.57
     49MR02K01, EQPAC,  C011,1,30,30,1,20020127,2200,-0.0005,-174.7715,5361,120,2,121,2,28.454,2,35.522,2,-999,9,178.04,2,-999,9,0.2,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.42,22.65
     49MR02K01, EQPAC,  C011,1,31,31,1,20020127,2200,-0.0005,-174.7715,5361,150,2,151,2,22.538,2,35.482,2,-999,9,130.15,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,22.51,24.44
     49MR02K01, EQPAC,  C011,1,32,32,1,20020127,2200,-0.0005,-174.7715,5361,150,2,151,2,22.411,2,35.471,2,-999,9,130.28,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,22.38,24.47
     49MR02K01, EQPAC,  C011,1,33,33,1,20020127,2200,-0.0005,-174.7715,5361,150,2,151,2,22.485,2,35.475,2,-999,9,129.97,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,22.45,24.45
     49MR02K01, EQPAC,  C011,1,34,34,1,20020127,2200,-0.0005,-174.7715,5361,150,2,150,2,22.434,2,35.472,2,-999,9,129.97,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,22.4,24.46
     49MR02K01, EQPAC,  C011,1,35,35,1,20020127,2200,-0.0005,-174.7715,5361,150,2,151,2,22.348,2,35.466,2,-999,9,130.12,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,22.32,24.48
     49MR02K01, EQPAC,  C011,1,36,36,1,20020127,2200,-0.0005,-174.7715,5361,150,2,151,2,22.385,2,35.469,2,-999,9,129.92,2,-999,9,0,1,-999,9,-999,9,-999,9,88,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,22.35,24.47
     49MR02K01, EQPAC,  C011,2,0,0,1,20020127,2359,-0.004,-174.7825,5359,-999,9,-999,9,28.9,2,-999,9,35.398,2,-999,9,194.92,2,-999,9,0.18,2,0.22,2,0.11,2,-999,9,1.64,2,2.42,2,0.54,2,0.38,2,2003,6,8.0719,6,25, TS,-999,-999
     49MR02K01, EQPAC,  C011,2,1,1,1,20020127,2359,-0.004,-174.7825,5359,10,2,10,2,28.882,2,35.391,2,-999,9,179.86,2,-999,9,0.1,1,0.19,2,0.24,2,0.12,2,87,1,1.62,2,2.41,2,0.54,2,0.37,2,2000.7,2,8.072,2,25, TS,28.88,22.4
     49MR02K01, EQPAC,  C011,2,2,2,1,20020127,2359,-0.004,-174.7825,5359,20,2,21,2,28.758,2,35.389,2,-999,9,180.38,2,-999,9,0.3,1,0.2,2,0.26,2,0.16,2,87,1,1.66,2,2.4,2,0.55,2,0.37,2,2003.2,2,8.0718,2,25, TS,28.75,22.44
     49MR02K01, EQPAC,  C011,2,3,3,1,20020127,2359,-0.004,-174.7825,5359,30,2,30,2,28.747,2,35.389,2,-999,9,180.35,2,-999,9,0.5,1,0.09,3,0.29,2,0.43,3,87,1,1.64,2,2.41,2,0.55,2,0.42,2,2000.5,2,8.0721,2,25, TS,28.74,22.44
     49MR02K01, EQPAC,  C011,2,4,4,1,20020127,2359,-0.004,-174.7825,5359,40,2,40,2,28.744,2,35.39,2,-999,9,180.24,2,-999,9,0.7,1,0.25,2,0.31,2,0.18,2,87,1,1.65,2,2.42,2,0.56,2,0.37,2,2001.2,2,8.072,2,25, TS,28.73,22.45
     49MR02K01, EQPAC,  C011,2,5,5,1,20020127,2359,-0.004,-174.7825,5359,50,2,51,2,28.742,2,35.39,2,-999,9,180.04,2,-999,9,0.7,1,0.27,2,0.35,2,0.2,2,87,1,1.59,2,2.42,2,0.56,2,0.37,2,1997.7,2,8.0712,2,25, TS,28.73,22.45
